,Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Science and technology,Reading,Foreign languages,Religion,Passive sport,Active sport,Fun with friends,Smoking,Alcohol,Writing notes,Thinking ahead,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Empathy,Compassion to animals,God,Number of friends,Lying,Achievements,Happiness in life,Interests or hobbies,Finances,Age,Number of siblings,Education,Village - town
761,5.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,former smoker,drink a lot,1.0,1.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,5,sometimes,4.0,5.0,4.0,1.0,23.0,1.0,secondary school,city
762,5.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,tried smoking,social drinker,2.0,4.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,5,only to avoid hurting someone,3.0,5.0,5.0,2.0,24.0,1.0,college/bachelor degree,city
763,5.0,3.0,5.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,,never,3.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,3,only to avoid hurting someone,2.0,4.0,3.0,3.0,20.0,3.0,college/bachelor degree,village
764,5.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,never smoked,social drinker,3.0,4.0,5.0,1.0,5.0,3.0,2.0,4.0,4.0,1.0,3,sometimes,2.0,3.0,3.0,4.0,19.0,2.0,college/bachelor degree,village
765,5.0,3.0,5.0,2.0,5.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,never smoked,social drinker,2.0,3.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,2,sometimes,4.0,4.0,4.0,4.0,18.0,1.0,secondary school,village
766,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,4.0,3.0,current smoker,drink a lot,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,2,sometimes,4.0,4.0,2.0,4.0,25.0,2.0,secondary school,city
767,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,former smoker,never,2.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2,everytime it suits me,5.0,4.0,2.0,3.0,22.0,2.0,masters degree,city
768,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,current smoker,social drinker,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3,only to avoid hurting someone,3.0,3.0,3.0,2.0,26.0,1.0,masters degree,city
769,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,never smoked,never,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,never,3.0,3.0,3.0,4.0,19.0,0.0,secondary school,city
770,1.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,former smoker,social drinker,4.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,2,only to avoid hurting someone,2.0,1.0,3.0,3.0,16.0,2.0,college/bachelor degree,city
771,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,tried smoking,drink a lot,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3,everytime it suits me,3.0,2.0,2.0,4.0,18.0,0.0,secondary school,city
772,5.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,current smoker,social drinker,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,4,sometimes,2.0,4.0,3.0,3.0,20.0,1.0,secondary school,city
773,5.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,current smoker,drink a lot,4.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,5,only to avoid hurting someone,3.0,4.0,4.0,3.0,17.0,0.0,college/bachelor degree,city
774,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,tried smoking,social drinker,4.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,3.0,4,sometimes,2.0,4.0,3.0,2.0,20.0,0.0,secondary school,city
775,5.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,tried smoking,social drinker,2.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,3.0,2,only to avoid hurting someone,3.0,3.0,4.0,1.0,19.0,3.0,college/bachelor degree,city
776,5.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,tried smoking,social drinker,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5,only to avoid hurting someone,3.0,4.0,5.0,4.0,25.0,1.0,masters degree,village
777,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,former smoker,social drinker,2.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,1,sometimes,3.0,3.0,,3.0,19.0,1.0,secondary school,city
778,5.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,2.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3,sometimes,3.0,5.0,5.0,2.0,18.0,0.0,secondary school,city
779,5.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,never smoked,social drinker,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5,only to avoid hurting someone,3.0,4.0,5.0,2.0,17.0,0.0,secondary school,village
780,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,tried smoking,social drinker,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,3,sometimes,3.0,4.0,4.0,3.0,18.0,1.0,secondary school,city
781,4.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,never smoked,social drinker,3.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,3,only to avoid hurting someone,2.0,4.0,5.0,2.0,20.0,1.0,secondary school,city
782,5.0,3.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,never smoked,social drinker,3.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,2.0,4,sometimes,2.0,4.0,4.0,4.0,17.0,3.0,secondary school,village
783,5.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,,2.0,3.0,3.0,1.0,5.0,tried smoking,drink a lot,2.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,5,only to avoid hurting someone,3.0,3.0,1.0,4.0,21.0,1.0,secondary school,village
784,4.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,2.0,never smoked,social drinker,5.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,3,sometimes,1.0,5.0,2.0,2.0,19.0,1.0,secondary school,city
785,4.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,tried smoking,social drinker,3.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3,only to avoid hurting someone,3.0,2.0,5.0,2.0,19.0,0.0,college/bachelor degree,city
786,5.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,tried smoking,social drinker,2.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,4,only to avoid hurting someone,2.0,3.0,3.0,3.0,19.0,0.0,secondary school,city
787,5.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,current smoker,drink a lot,1.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,5,everytime it suits me,4.0,4.0,5.0,2.0,16.0,1.0,primary school,city
788,5.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,5.0,tried smoking,social drinker,1.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,3,sometimes,3.0,3.0,,4.0,18.0,2.0,primary school,city
789,5.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,tried smoking,drink a lot,5.0,3.0,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,5,only to avoid hurting someone,3.0,5.0,5.0,2.0,19.0,3.0,college/bachelor degree,village
790,5.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,former smoker,never,2.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,,2,everytime it suits me,3.0,3.0,4.0,4.0,20.0,,secondary school,village
791,5.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,tried smoking,social drinker,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,2,sometimes,3.0,3.0,3.0,1.0,19.0,1.0,secondary school,city
792,5.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,former smoker,social drinker,3.0,4.0,4.0,1.0,5.0,3.0,2.0,3.0,5.0,5.0,4,sometimes,3.0,4.0,4.0,3.0,21.0,1.0,masters degree,village
793,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,former smoker,never,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4,only to avoid hurting someone,5.0,3.0,3.0,4.0,24.0,2.0,doctorate degree,city
794,4.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,2.0,3.0,5.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,5,everytime it suits me,3.0,5.0,5.0,5.0,23.0,1.0,secondary school,city
795,5.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,current smoker,drink a lot,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4,never,4.0,4.0,2.0,5.0,30.0,0.0,secondary school,city
796,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,tried smoking,social drinker,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,4,only to avoid hurting someone,5.0,3.0,5.0,4.0,27.0,3.0,doctorate degree,city
797,5.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,former smoker,social drinker,3.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,1,sometimes,3.0,4.0,3.0,3.0,19.0,1.0,secondary school,city
798,5.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,current smoker,social drinker,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,5,sometimes,3.0,4.0,1.0,3.0,18.0,2.0,secondary school,city
799,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,never smoked,social drinker,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,2,only to avoid hurting someone,3.0,3.0,2.0,4.0,18.0,2.0,secondary school,city
800,5.0,3.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,never smoked,never,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4,only to avoid hurting someone,2.0,4.0,3.0,5.0,17.0,2.0,secondary school,city
801,4.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,current smoker,drink a lot,1.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,5,everytime it suits me,3.0,3.0,3.0,1.0,30.0,1.0,secondary school,village
802,5.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,4.0,5.0,5.0,former smoker,drink a lot,2.0,3.0,5.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,5,sometimes,3.0,4.0,4.0,4.0,19.0,0.0,secondary school,city
803,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,,5.0,5.0,current smoker,social drinker,4.0,4.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,5.0,3,never,3.0,3.0,4.0,3.0,27.0,5.0,secondary school,village
804,5.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,tried smoking,social drinker,5.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3,sometimes,5.0,4.0,3.0,1.0,21.0,1.0,secondary school,village
805,5.0,4.0,2.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,former smoker,social drinker,3.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,5.0,3.0,5,sometimes,3.0,3.0,5.0,3.0,17.0,3.0,primary school,city
806,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,,2.0,2.0,,5.0,tried smoking,social drinker,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,5,sometimes,3.0,3.0,3.0,3.0,20.0,1.0,secondary school,city
807,3.0,3.0,5.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,current smoker,never,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,3,only to avoid hurting someone,3.0,4.0,3.0,3.0,20.0,0.0,secondary school,city
808,5.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,tried smoking,drink a lot,1.0,2.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,2,sometimes,3.0,4.0,5.0,2.0,20.0,1.0,college/bachelor degree,city
809,4.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,never smoked,drink a lot,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3,sometimes,3.0,4.0,5.0,2.0,18.0,0.0,secondary school,city
810,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,current smoker,social drinker,3.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,3,sometimes,4.0,4.0,5.0,1.0,20.0,1.0,college/bachelor degree,city
811,5.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,tried smoking,social drinker,2.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,4,sometimes,2.0,3.0,3.0,4.0,20.0,1.0,secondary school,city
812,5.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,never smoked,never,3.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5,sometimes,3.0,5.0,5.0,1.0,17.0,1.0,secondary school,city
813,5.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,5.0,never smoked,never,3.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5,sometimes,3.0,5.0,5.0,1.0,19.0,1.0,secondary school,city
814,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,current smoker,social drinker,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,3,sometimes,2.0,5.0,2.0,2.0,20.0,1.0,secondary school,city
815,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,tried smoking,social drinker,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4,sometimes,3.0,5.0,5.0,3.0,20.0,1.0,secondary school,city
816,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,current smoker,drink a lot,5.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3,only to avoid hurting someone,4.0,4.0,5.0,2.0,21.0,0.0,secondary school,city
817,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,former smoker,drink a lot,3.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,5,sometimes,1.0,1.0,3.0,3.0,23.0,0.0,primary school,city
818,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,never smoked,social drinker,1.0,5.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,4,only to avoid hurting someone,1.0,4.0,4.0,2.0,24.0,2.0,secondary school,village
819,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,never smoked,social drinker,3.0,4.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,5.0,3,sometimes,3.0,5.0,4.0,4.0,17.0,0.0,secondary school,city
820,5.0,3.0,5.0,2.0,5.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,tried smoking,social drinker,1.0,2.0,4.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,3,sometimes,1.0,5.0,3.0,2.0,18.0,1.0,secondary school,city
821,5.0,3.0,5.0,5.0,4.0,1.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,5.0,never smoked,never,4.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,2,everytime it suits me,5.0,2.0,3.0,1.0,17.0,1.0,secondary school,city
822,5.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,5.0,current smoker,drink a lot,3.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3,everytime it suits me,3.0,4.0,2.0,4.0,19.0,1.0,secondary school,city
823,5.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,current smoker,never,4.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1,only to avoid hurting someone,4.0,3.0,2.0,2.0,21.0,0.0,secondary school,city
824,5.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,5.0,current smoker,social drinker,5.0,4.0,5.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,3,everytime it suits me,3.0,3.0,5.0,4.0,29.0,1.0,college/bachelor degree,city
825,4.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,tried smoking,drink a lot,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,3,sometimes,3.0,3.0,3.0,2.0,21.0,1.0,college/bachelor degree,city
826,5.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,tried smoking,drink a lot,5.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2,sometimes,2.0,3.0,4.0,1.0,20.0,1.0,secondary school,village
827,5.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,5.0,tried smoking,drink a lot,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,4,only to avoid hurting someone,3.0,5.0,3.0,1.0,20.0,1.0,secondary school,city
828,1.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,tried smoking,social drinker,3.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,,4.0,2,only to avoid hurting someone,,4.0,4.0,4.0,19.0,1.0,college/bachelor degree,village
829,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,tried smoking,social drinker,5.0,5.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,3,only to avoid hurting someone,3.0,4.0,3.0,3.0,20.0,0.0,college/bachelor degree,city
830,5.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,former smoker,drink a lot,4.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,4,sometimes,3.0,4.0,3.0,2.0,21.0,1.0,secondary school,city
831,5.0,,5.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,tried smoking,social drinker,4.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,5,only to avoid hurting someone,3.0,4.0,3.0,3.0,17.0,2.0,,village
832,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,1.0,5.0,tried smoking,social drinker,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,3,sometimes,4.0,5.0,5.0,1.0,20.0,1.0,secondary school,village
833,3.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,current smoker,social drinker,1.0,1.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,1.0,3,sometimes,3.0,4.0,3.0,4.0,19.0,1.0,secondary school,city
834,4.0,3.0,5.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,tried smoking,social drinker,3.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,4,sometimes,3.0,4.0,4.0,2.0,21.0,1.0,secondary school,city
835,4.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,never smoked,social drinker,3.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,4,sometimes,3.0,4.0,4.0,3.0,19.0,0.0,secondary school,city
836,5.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,tried smoking,social drinker,2.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,5,everytime it suits me,4.0,5.0,5.0,1.0,19.0,0.0,secondary school,city
837,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,tried smoking,social drinker,2.0,5.0,5.0,1.0,5.0,4.0,2.0,4.0,2.0,2.0,4,only to avoid hurting someone,4.0,5.0,5.0,2.0,20.0,3.0,secondary school,city
838,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,5.0,former smoker,social drinker,1.0,1.0,3.0,2.0,5.0,4.0,1.0,4.0,5.0,2.0,5,sometimes,3.0,4.0,4.0,3.0,21.0,0.0,college/bachelor degree,city
839,4.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,5.0,current smoker,drink a lot,4.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4,sometimes,4.0,3.0,2.0,2.0,23.0,1.0,masters degree,city
840,5.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,former smoker,social drinker,3.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,3,only to avoid hurting someone,2.0,4.0,2.0,4.0,24.0,1.0,college/bachelor degree,city
841,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,3,only to avoid hurting someone,4.0,3.0,5.0,1.0,19.0,3.0,secondary school,city
842,,5.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,former smoker,social drinker,5.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,4.0,3,sometimes,3.0,4.0,4.0,3.0,24.0,2.0,college/bachelor degree,village
843,5.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,former smoker,social drinker,5.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,5,sometimes,2.0,5.0,5.0,4.0,20.0,1.0,secondary school,city
844,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,former smoker,never,5.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,5.0,5.0,4,sometimes,2.0,5.0,5.0,2.0,30.0,2.0,masters degree,city
845,4.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,current smoker,drink a lot,3.0,2.0,4.0,4.0,5.0,3.0,2.0,,4.0,3.0,3,sometimes,2.0,4.0,3.0,1.0,20.0,1.0,secondary school,city
846,5.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,current smoker,social drinker,4.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,5.0,5.0,2,only to avoid hurting someone,4.0,4.0,4.0,4.0,23.0,4.0,secondary school,city
847,5.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,,3.0,1.0,3.0,5.0,tried smoking,drink a lot,2.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3,sometimes,4.0,4.0,3.0,1.0,19.0,1.0,secondary school,city
848,5.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,former smoker,drink a lot,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,5.0,5,everytime it suits me,2.0,5.0,5.0,3.0,19.0,4.0,college/bachelor degree,city
849,3.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,current smoker,never,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,3,only to avoid hurting someone,4.0,4.0,3.0,2.0,22.0,2.0,college/bachelor degree,village
850,4.0,3.0,5.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0,4.0,tried smoking,social drinker,5.0,5.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2,sometimes,4.0,4.0,3.0,5.0,17.0,0.0,secondary school,city
851,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,1.0,4.0,3.0,,5.0,5.0,current smoker,social drinker,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,5,sometimes,3.0,5.0,4.0,1.0,20.0,2.0,college/bachelor degree,city
852,5.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,tried smoking,social drinker,1.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4,only to avoid hurting someone,3.0,5.0,5.0,4.0,19.0,2.0,secondary school,village
